timestamp,body_region,pressure_avg,pressure_variation,motor_current,skin_temperature,posture_angle,emg_activity,massage_intensity,session_duration,discomfort_level,reference_stiffness,is_stiff
2026-08-01 12:50:00,Lower_Back,50.23,5.33,0.62,34.61,29.91,0.51,20.56,8.04,7,89.39,1
2026-08-01 12:51:00,Middle_Back,20.35,0.81,0.69,34.17,18.87,0.78,46.54,11.78,7,58.02,0
2026-08-01 12:52:00,Middle_Back,19.59,6.37,0.4,33.58,31.55,0.49,22.76,16.95,5,46.89,0
2026-08-01 12:53:00,Middle_Back,11.4,6.04,0.25,35.23,18.48,0.19,52.63,13.86,3,21.92,0
2026-08-01 12:54:00,Upper_Back,39.33,4.84,0.51,32.56,22.71,0.35,40.31,6.45,2,44.0,0
2026-08-01 12:55:00,Lower_Back,26.58,4.36,0.39,33.45,0.33,0.72,48.41,13.22,2,15.95,0
2026-08-01 12:56:00,Upper_Back,48.9,6.3,0.38,32.67,31.13,0.57,56.79,15.54,7,96.55,1
2026-08-01 12:57:00,Upper_Back,31.29,1.7,0.97,34.8,29.76,0.57,72.13,16.89,6,72.0,1
2026-08-01 12:58:00,Lower_Back,53.57,1.01,0.69,34.61,1.73,0.74,59.71,14.44,3,55.5,0
2026-08-01 12:59:00,Upper_Back,18.35,2.06,0.65,33.49,16.57,0.77,46.04,7.29,6,53.31,0
2026-08-01 13:00:00,Lower_Back,49.09,5.66,0.53,34.53,44.06,0.79,69.17,15.65,1,100.0,1
2026-08-01 13:01:00,Lower_Back,44.95,0.73,0.54,33.69,18.93,0.13,74.33,15.16,4,46.25,0
2026-08-01 13:02:00,Lower_Back,44.69,4.29,0.63,34.77,22.59,0.49,27.19,5.37,5,54.79,0
2026-08-01 13:03:00,Middle_Back,48.02,6.97,0.76,33.86,40.95,0.64,51.92,11.18,5,92.14,1
2026-08-01 13:04:00,Upper_Back,44.25,6.06,0.76,33.74,32.28,0.66,37.07,9.99,0,69.17,0
2026-08-01 13:05:00,Lower_Back,38.18,3.89,0.34,35.3,26.19,0.54,22.82,15.04,6,52.8,0
2026-08-01 13:06:00,Middle_Back,15.91,0.91,0.6,33.25,35.9,0.18,60.11,8.24,4,62.25,0
2026-08-01 13:07:00,Lower_Back,11.46,5.9,0.53,32.86,38.9,0.69,71.77,13.86,7,77.58,1
2026-08-01 13:08:00,Lower_Back,51.44,4.39,0.9,34.25,20.56,0.63,29.77,18.7,0,71.25,1
2026-08-01 13:09:00,Lower_Back,37.75,1.25,0.71,35.41,21.38,0.12,68.74,16.97,5,63.03,0
2026-08-01 13:10:00,Upper_Back,45.84,1.11,0.63,33.63,17.37,0.42,71.2,18.82,4,49.53,0
2026-08-01 13:11:00,Middle_Back,31.67,6.41,0.29,32.69,43.5,0.19,74.86,19.68,2,62.28,0
2026-08-01 13:12:00,Lower_Back,15.28,4.85,0.68,33.52,31.37,0.32,35.92,5.16,1,55.37,0
2026-08-01 13:13:00,Middle_Back,15.63,5.89,0.29,34.02,3.75,0.06,74.24,14.34,7,4.62,0
2026-08-01 13:14:00,Upper_Back,40.85,6.21,0.47,32.99,38.83,0.37,39.24,11.19,2,60.95,0
2026-08-01 13:15:00,Middle_Back,29.36,4.22,0.31,34.47,21.63,0.49,53.14,17.9,1,43.34,0
2026-08-01 13:16:00,Lower_Back,19.02,3.86,0.75,35.49,3.09,0.55,23.03,8.78,7,24.4,0
2026-08-01 13:17:00,Lower_Back,32.12,3.3,0.37,33.86,24.74,0.58,22.63,19.72,6,81.48,1
2026-08-01 13:18:00,Middle_Back,12.89,2.56,0.51,33.56,18.77,0.72,63.22,14.21,3,30.53,0
2026-08-01 13:19:00,Upper_Back,36.19,3.32,0.92,33.7,39.5,0.22,46.67,16.9,0,44.32,0
2026-08-01 13:20:00,Lower_Back,22.1,5.53,0.36,32.85,9.18,0.15,35.38,6.28,0,29.7,0
2026-08-01 13:21:00,Lower_Back,45.89,4.41,0.61,35.15,37.19,0.73,31.42,7.75,3,89.9,1
2026-08-01 13:22:00,Upper_Back,23.97,6.3,0.54,33.74,25.1,0.18,60.2,16.38,4,26.47,0
2026-08-01 13:23:00,Middle_Back,30.48,3.38,0.21,33.66,2.46,0.83,20.02,5.33,3,38.14,0
2026-08-01 13:24:00,Lower_Back,10.52,4.45,0.83,34.48,43.73,0.72,68.35,17.25,6,97.06,1
2026-08-01 13:25:00,Lower_Back,13.26,4.6,0.26,33.83,23.07,0.45,24.75,5.21,5,40.66,0
2026-08-01 13:26:00,Lower_Back,27.66,4.35,0.58,34.44,13.09,0.84,31.49,14.86,3,78.03,1
2026-08-01 13:27:00,Lower_Back,31.6,5.07,0.65,32.68,21.12,0.13,43.17,10.48,1,20.95,0
2026-08-01 13:28:00,Middle_Back,37.0,2.04,0.7,34.94,38.6,0.29,49.09,14.17,5,72.85,1
2026-08-01 13:29:00,Upper_Back,23.12,3.83,0.75,35.32,13.72,0.56,41.3,15.44,3,48.34,0
2026-08-01 13:30:00,Lower_Back,41.27,1.18,0.4,34.45,8.67,0.33,39.24,10.14,0,40.99,0
2026-08-01 13:31:00,Lower_Back,48.71,3.0,0.21,35.36,5.81,0.79,77.83,6.62,2,49.9,0
2026-08-01 13:32:00,Lower_Back,45.09,3.67,0.78,32.95,13.4,0.1,58.49,6.04,1,35.73,0
2026-08-01 13:33:00,Lower_Back,11.78,4.74,0.63,33.93,35.1,0.49,21.41,13.83,6,63.77,0
2026-08-01 13:34:00,Middle_Back,31.62,6.68,0.87,34.31,21.22,0.52,45.81,12.81,1,57.62,0
2026-08-01 13:35:00,Middle_Back,14.72,4.4,0.86,34.25,10.24,0.57,72.5,16.13,7,47.43,0
2026-08-01 13:36:00,Lower_Back,20.89,5.33,0.87,33.7,7.48,0.25,38.09,12.65,4,39.25,0
2026-08-01 13:37:00,Lower_Back,54.4,3.79,0.59,33.51,14.97,0.34,25.67,11.34,2,38.41,0
2026-08-01 13:38:00,Lower_Back,16.41,4.62,0.47,32.88,42.3,0.72,65.5,10.97,1,70.78,1
2026-08-01 13:39:00,Lower_Back,32.45,0.96,0.83,33.68,15.44,0.21,56.36,5.4,7,36.63,0
2026-08-01 13:40:00,Lower_Back,37.82,2.15,0.56,32.99,44.47,0.71,54.22,10.03,3,83.68,1
2026-08-01 13:41:00,Middle_Back,41.61,2.85,0.35,34.7,21.84,0.5,23.21,19.64,1,56.15,0
2026-08-01 13:42:00,Middle_Back,35.18,3.57,0.88,33.13,8.06,0.66,28.43,18.1,1,41.55,0
2026-08-01 13:43:00,Upper_Back,10.44,0.8,0.91,32.68,40.1,0.62,57.35,9.94,1,87.15,1
2026-08-01 13:44:00,Middle_Back,24.69,1.41,0.57,34.16,20.72,0.22,32.47,13.82,4,36.42,0
2026-08-01 13:45:00,Upper_Back,33.3,2.3,0.26,34.29,31.94,0.51,50.24,17.71,1,52.11,0
2026-08-01 13:46:00,Middle_Back,13.95,6.81,0.51,35.12,44.27,0.74,52.69,11.62,1,70.17,1
2026-08-01 13:47:00,Middle_Back,25.78,2.65,0.84,34.23,2.26,0.4,37.01,5.27,4,18.81,0
2026-08-01 13:48:00,Upper_Back,11.49,3.63,0.92,33.54,4.35,0.82,76.91,6.12,7,39.79,0
2026-08-01 13:49:00,Middle_Back,13.54,1.77,0.36,34.91,32.42,0.41,70.55,12.66,5,61.69,0
2026-08-01 13:50:00,Upper_Back,27.86,4.47,0.25,34.12,12.68,0.16,63.34,19.54,2,20.97,0
2026-08-01 13:51:00,Upper_Back,15.97,2.32,0.9,32.74,8.29,0.36,24.68,15.4,7,18.12,0
2026-08-01 13:52:00,Lower_Back,35.54,1.85,0.51,34.2,1.77,0.81,26.37,6.06,6,36.35,0
2026-08-01 13:53:00,Middle_Back,41.03,3.86,0.63,35.22,0.98,0.31,49.57,7.84,5,23.65,0
2026-08-01 13:54:00,Upper_Back,46.03,0.54,0.97,33.69,34.85,0.74,29.64,16.57,0,74.28,1
2026-08-01 13:55:00,Middle_Back,19.01,0.55,0.25,33.39,6.05,0.76,78.7,17.62,4,47.07,0
2026-08-01 13:56:00,Lower_Back,17.54,1.92,0.72,32.93,21.05,0.33,29.51,14.27,4,27.97,0
2026-08-01 13:57:00,Upper_Back,14.71,0.74,0.26,32.95,27.27,0.12,49.25,14.67,1,21.54,0
2026-08-01 13:58:00,Lower_Back,38.64,1.2,0.5,33.8,19.28,0.63,41.85,5.43,1,55.94,0
2026-08-01 13:59:00,Upper_Back,41.79,2.7,0.84,34.29,1.22,0.3,58.36,17.43,6,11.82,0
2026-08-01 14:00:00,Upper_Back,11.42,5.72,0.55,32.74,35.26,0.68,27.74,16.82,0,41.84,0
2026-08-01 14:01:00,Middle_Back,52.13,4.22,1.0,35.32,0.47,0.4,45.82,8.89,1,28.23,0
2026-08-01 14:02:00,Middle_Back,12.34,3.83,0.65,34.77,34.29,0.44,36.48,15.63,3,42.25,0
2026-08-01 14:03:00,Lower_Back,34.36,2.41,0.46,34.26,40.2,0.67,73.27,8.22,1,80.19,1
2026-08-01 14:04:00,Lower_Back,41.91,6.56,0.38,34.99,19.48,0.36,22.44,5.6,1,42.28,0
2026-08-01 14:05:00,Lower_Back,49.19,3.08,0.48,32.74,24.1,0.4,74.82,8.02,3,56.9,0
2026-08-01 14:06:00,Middle_Back,42.13,1.07,0.5,33.93,21.46,0.35,69.98,7.68,0,50.11,0
2026-08-01 14:07:00,Middle_Back,46.08,4.51,0.25,34.39,17.51,0.34,37.85,10.07,3,58.45,0
2026-08-01 14:08:00,Lower_Back,25.28,1.24,0.5,34.99,39.93,0.47,67.36,11.28,4,86.95,1
2026-08-01 14:09:00,Upper_Back,46.67,2.74,0.57,34.85,40.23,0.7,21.87,12.63,3,57.03,0
2026-08-01 14:10:00,Middle_Back,13.61,3.8,0.78,33.33,15.11,0.34,78.01,12.15,2,37.43,0
2026-08-01 14:11:00,Upper_Back,50.27,6.18,0.73,35.32,27.68,0.47,51.6,9.06,4,61.3,0
2026-08-01 14:12:00,Upper_Back,34.64,3.71,0.77,32.87,41.71,0.59,38.2,5.44,1,71.28,1
2026-08-01 14:13:00,Lower_Back,46.78,5.06,0.21,35.13,43.29,0.27,41.75,14.08,6,70.22,1
2026-08-01 14:14:00,Lower_Back,30.35,6.95,0.37,35.41,22.9,0.27,23.98,10.94,4,44.19,0
2026-08-01 14:15:00,Lower_Back,38.96,1.35,0.73,33.03,20.38,0.8,79.36,9.48,0,67.83,0
2026-08-01 14:16:00,Middle_Back,33.69,2.29,0.59,34.67,12.54,0.63,22.36,18.0,0,32.42,0
2026-08-01 14:17:00,Upper_Back,42.92,3.06,0.2,32.62,43.15,0.51,59.29,16.2,3,61.77,0
2026-08-01 14:18:00,Upper_Back,13.67,3.24,0.84,33.72,6.43,0.57,46.56,17.87,4,23.11,0
2026-08-01 14:19:00,Upper_Back,12.72,3.17,0.82,34.05,26.09,0.07,76.93,12.42,1,32.48,0
2026-08-01 14:20:00,Middle_Back,21.12,6.4,0.64,34.24,12.71,0.54,34.76,6.96,0,37.37,0
2026-08-01 14:21:00,Lower_Back,17.18,5.14,0.25,35.31,12.56,0.46,51.93,15.44,5,43.15,0
2026-08-01 14:22:00,Lower_Back,49.23,4.45,0.81,34.52,18.22,0.49,48.94,8.09,1,52.98,0
2026-08-01 14:23:00,Upper_Back,19.86,2.51,0.67,33.94,44.95,0.34,62.17,11.62,5,66.72,0
2026-08-01 14:24:00,Lower_Back,53.91,5.85,0.83,34.93,2.47,0.12,24.08,5.98,2,39.94,0
2026-08-01 14:25:00,Lower_Back,25.16,6.71,0.8,35.35,26.03,0.2,31.63,17.38,5,60.08,0
2026-08-01 14:26:00,Middle_Back,18.2,5.84,0.84,32.57,3.72,0.81,32.87,6.89,7,39.64,0
2026-08-01 14:27:00,Lower_Back,45.54,0.51,0.61,35.45,6.95,0.38,64.29,18.55,0,36.46,0
2026-08-01 14:28:00,Middle_Back,39.64,4.64,0.31,32.76,19.78,0.42,31.35,17.96,3,45.12,0
2026-08-01 14:29:00,Upper_Back,32.42,0.83,0.74,34.94,22.97,0.09,54.41,11.97,2,23.54,0
2026-08-01 14:30:00,Middle_Back,34.99,2.17,0.7,33.34,11.65,0.08,32.91,16.17,4,24.88,0
2026-08-01 14:31:00,Lower_Back,42.36,0.89,0.79,32.9,14.24,0.62,71.7,14.29,1,64.44,0
2026-08-01 14:32:00,Upper_Back,20.28,4.42,0.34,33.82,3.91,0.48,76.53,17.05,0,23.72,0
2026-08-01 14:33:00,Upper_Back,54.84,4.96,0.36,34.43,13.64,0.46,51.11,11.48,2,40.72,0
2026-08-01 14:34:00,Upper_Back,53.87,1.24,0.91,33.64,43.5,0.24,41.14,16.79,2,74.7,1
2026-08-01 14:35:00,Upper_Back,39.26,2.99,0.8,32.66,42.51,0.65,34.04,11.94,7,73.89,1
2026-08-01 14:36:00,Lower_Back,18.98,3.47,0.93,34.3,15.07,0.18,22.99,19.11,0,34.8,0
2026-08-01 14:37:00,Lower_Back,40.61,2.9,0.81,35.21,25.69,0.2,36.11,12.3,4,53.79,0
2026-08-01 14:38:00,Middle_Back,13.25,1.29,0.68,33.65,40.93,0.42,59.25,11.94,4,57.93,0
2026-08-01 14:39:00,Upper_Back,11.38,3.22,0.72,33.15,0.28,0.28,52.02,16.78,3,4.73,0
2026-08-01 14:40:00,Middle_Back,21.6,5.38,0.91,33.83,36.48,0.25,76.64,17.32,6,60.49,0
2026-08-01 14:41:00,Middle_Back,30.82,0.96,0.66,32.65,42.68,0.57,43.78,13.32,5,70.91,1
2026-08-01 14:42:00,Upper_Back,49.07,1.02,0.71,34.96,4.11,0.57,61.63,7.7,4,48.54,0
2026-08-01 14:43:00,Middle_Back,42.72,2.81,0.33,34.98,7.27,0.71,49.36,12.02,7,43.96,0
2026-08-01 14:44:00,Middle_Back,43.42,6.62,0.58,34.26,43.23,0.38,50.75,19.52,3,89.07,1
2026-08-01 14:45:00,Lower_Back,29.15,4.85,0.77,33.56,24.19,0.11,36.07,16.29,5,59.94,0
2026-08-01 14:46:00,Lower_Back,25.57,4.91,0.42,34.9,0.64,0.27,47.3,17.17,2,8.65,0
2026-08-01 14:47:00,Upper_Back,26.7,2.85,0.36,34.16,11.59,0.83,48.25,5.49,0,38.46,0
2026-08-01 14:48:00,Middle_Back,54.44,4.36,0.45,34.98,20.25,0.53,62.4,12.02,4,53.46,0
2026-08-01 14:49:00,Lower_Back,11.8,0.57,0.39,34.39,31.18,0.62,76.44,14.7,3,55.07,0
2026-08-01 14:50:00,Middle_Back,49.02,4.63,0.37,34.85,32.99,0.06,39.76,17.45,2,69.52,0
2026-08-01 14:51:00,Lower_Back,36.04,6.44,0.54,34.3,44.79,0.46,22.53,5.74,4,73.72,1
2026-08-01 14:52:00,Lower_Back,29.74,4.48,0.93,33.74,12.94,0.08,49.78,17.79,1,34.55,0
2026-08-01 14:53:00,Upper_Back,42.64,6.18,0.61,35.37,24.22,0.51,52.67,13.23,6,63.66,0
2026-08-01 14:54:00,Upper_Back,31.9,5.21,0.35,34.12,24.0,0.79,30.11,7.96,2,42.25,0
2026-08-01 14:55:00,Lower_Back,49.3,1.28,0.26,34.32,18.25,0.82,65.63,9.76,7,63.41,0
2026-08-01 14:56:00,Upper_Back,50.53,6.37,0.76,33.16,7.61,0.48,79.1,9.23,7,37.27,0
2026-08-01 14:57:00,Middle_Back,28.98,0.93,0.51,34.38,43.99,0.42,76.75,12.96,4,62.15,0
2026-08-01 14:58:00,Lower_Back,22.46,3.97,0.86,34.21,38.4,0.81,31.83,5.78,7,54.73,0
2026-08-01 14:59:00,Middle_Back,36.66,1.42,0.73,33.05,22.42,0.59,72.52,7.38,2,62.93,0
2026-08-01 15:00:00,Middle_Back,51.06,0.58,0.84,32.68,27.15,0.1,62.27,17.19,0,71.4,1
2026-08-01 15:01:00,Lower_Back,19.48,3.24,0.42,34.31,10.23,0.42,47.23,6.99,0,28.83,0
2026-08-01 15:02:00,Middle_Back,38.03,2.42,0.75,34.79,24.47,0.24,52.44,8.5,6,37.91,0
2026-08-01 15:03:00,Middle_Back,38.42,3.66,0.41,34.07,31.27,0.43,70.98,11.8,0,49.5,0
2026-08-01 15:04:00,Lower_Back,42.99,4.25,0.95,33.18,23.18,0.41,48.81,12.76,5,59.66,0
2026-08-01 15:05:00,Middle_Back,15.92,0.78,0.71,34.5,44.56,0.52,42.39,16.45,1,53.86,0
2026-08-01 15:06:00,Lower_Back,42.21,1.3,0.46,32.74,27.51,0.34,49.59,11.71,0,62.66,0
2026-08-01 15:07:00,Lower_Back,50.91,4.13,0.42,33.83,16.69,0.18,54.75,16.85,7,58.49,0
2026-08-01 15:08:00,Upper_Back,18.09,2.73,0.35,32.99,34.75,0.45,31.34,14.28,1,33.18,0
2026-08-01 15:09:00,Upper_Back,20.69,5.24,0.76,33.05,7.67,0.71,74.05,6.7,0,41.01,0
2026-08-01 15:10:00,Upper_Back,53.71,4.74,0.37,33.11,17.3,0.58,60.45,7.34,5,70.94,1
2026-08-01 15:11:00,Upper_Back,18.14,6.0,0.68,33.66,15.61,0.32,58.0,11.56,7,53.01,0
2026-08-01 15:12:00,Upper_Back,48.45,5.0,0.41,32.65,19.43,0.8,25.97,10.95,2,84.7,1
2026-08-01 15:13:00,Lower_Back,32.15,3.29,0.73,33.69,35.18,0.78,56.25,16.15,4,71.73,1
2026-08-01 15:14:00,Upper_Back,21.13,4.87,0.85,34.04,21.79,0.22,27.26,13.71,4,62.04,0
2026-08-01 15:15:00,Middle_Back,49.18,2.29,0.82,33.95,35.73,0.08,24.72,10.82,0,51.0,0
2026-08-01 15:16:00,Lower_Back,30.04,2.49,0.81,33.65,25.94,0.64,51.64,7.56,4,60.07,0
2026-08-01 15:17:00,Upper_Back,33.17,5.63,0.35,35.02,15.39,0.71,44.17,8.4,0,43.51,0
2026-08-01 15:18:00,Lower_Back,26.17,3.4,0.27,32.94,36.45,0.82,55.33,13.63,0,64.62,0
2026-08-01 15:19:00,Upper_Back,36.68,5.69,0.76,34.02,10.72,0.76,25.35,11.35,7,54.21,0
2026-08-01 15:20:00,Upper_Back,17.36,5.85,0.49,32.69,10.1,0.53,45.86,12.72,6,17.16,0
2026-08-01 15:21:00,Lower_Back,27.6,6.07,0.55,32.71,22.7,0.47,30.49,7.56,3,47.18,0
2026-08-01 15:22:00,Lower_Back,53.62,6.46,0.22,34.22,11.74,0.07,79.23,14.94,3,50.92,0
2026-08-01 15:23:00,Lower_Back,21.62,3.3,0.41,34.2,0.41,0.25,53.67,17.79,6,19.61,0
2026-08-01 15:24:00,Lower_Back,39.55,2.57,0.23,35.13,29.17,0.42,61.25,8.87,3,60.85,0
2026-08-01 15:25:00,Lower_Back,24.63,4.28,0.9,34.17,23.0,0.55,39.53,12.37,1,58.31,0
2026-08-01 15:26:00,Upper_Back,44.81,2.91,0.39,35.38,20.05,0.5,25.68,19.63,3,57.61,0
2026-08-01 15:27:00,Upper_Back,15.89,4.41,0.65,32.65,43.51,0.64,78.55,10.0,0,49.28,0
2026-08-01 15:28:00,Lower_Back,53.64,5.09,0.23,32.79,25.7,0.27,37.18,13.93,5,63.79,0
2026-08-01 15:29:00,Lower_Back,30.42,4.97,0.73,32.63,38.85,0.5,45.43,6.35,5,72.1,1
2026-08-01 15:30:00,Lower_Back,20.62,2.93,0.46,33.06,6.28,0.12,58.99,14.09,2,19.43,0
2026-08-01 15:31:00,Middle_Back,13.31,1.58,0.92,34.12,25.61,0.38,21.48,6.34,7,56.9,0
2026-08-01 15:32:00,Middle_Back,17.64,3.3,0.91,34.44,39.06,0.65,68.62,19.39,3,58.9,0
2026-08-01 15:33:00,Lower_Back,33.39,1.43,0.46,32.64,26.24,0.6,52.19,15.73,5,53.81,0
2026-08-01 15:34:00,Middle_Back,25.17,6.29,0.92,35.34,32.31,0.84,36.69,16.82,3,51.49,0
2026-08-01 15:35:00,Lower_Back,47.3,2.75,1.0,35.03,16.74,0.27,23.7,15.56,7,49.94,0
2026-08-01 15:36:00,Lower_Back,29.39,1.5,0.86,33.39,4.16,0.45,29.75,13.85,2,45.75,0
2026-08-01 15:37:00,Middle_Back,21.19,0.67,0.88,32.73,20.61,0.31,73.7,11.75,5,43.37,0
2026-08-01 15:38:00,Lower_Back,37.77,4.7,0.4,33.01,17.75,0.4,61.16,17.88,0,30.97,0
2026-08-01 15:39:00,Lower_Back,41.8,4.64,0.66,32.88,39.02,0.74,34.99,19.35,1,76.52,1
2026-08-01 15:40:00,Upper_Back,17.52,2.71,0.25,32.87,10.98,0.6,23.94,12.49,6,13.87,0
2026-08-01 15:41:00,Lower_Back,17.54,0.97,0.28,34.06,43.5,0.76,61.44,18.97,6,68.26,0
2026-08-01 15:42:00,Middle_Back,11.65,3.16,1.0,33.24,43.12,0.21,54.34,13.75,6,64.93,0
2026-08-01 15:43:00,Lower_Back,43.14,2.52,0.46,33.57,11.14,0.75,44.27,13.08,3,42.61,0
2026-08-01 15:44:00,Middle_Back,39.87,4.9,0.8,35.47,15.66,0.1,41.82,11.82,5,48.31,0
2026-08-01 15:45:00,Lower_Back,31.36,4.44,0.85,34.55,40.3,0.76,33.01,8.14,7,87.21,1
2026-08-01 15:46:00,Middle_Back,47.99,2.87,0.89,35.35,43.5,0.31,60.18,5.06,7,83.43,1
2026-08-01 15:47:00,Upper_Back,46.26,1.92,1.0,32.93,19.95,0.3,78.24,8.62,5,51.61,0
2026-08-01 15:48:00,Lower_Back,36.34,6.92,0.39,33.65,14.44,0.46,30.54,12.65,2,49.36,0
2026-08-01 15:49:00,Upper_Back,49.07,3.45,0.23,34.16,23.67,0.8,55.83,10.7,0,67.08,0
2026-08-01 15:50:00,Middle_Back,19.26,4.97,0.53,32.73,30.95,0.09,45.45,11.73,4,42.44,0
2026-08-01 15:51:00,Lower_Back,15.04,1.41,0.3,32.51,12.31,0.33,46.8,19.71,5,34.89,0
2026-08-01 15:52:00,Lower_Back,22.14,3.66,0.22,34.51,33.14,0.74,35.25,10.25,1,58.7,0
2026-08-01 15:53:00,Middle_Back,12.57,0.68,0.49,34.43,2.32,0.37,69.51,11.78,2,20.0,0
2026-08-01 15:54:00,Lower_Back,33.9,3.79,0.83,33.73,2.22,0.21,49.12,7.0,5,26.39,0
2026-08-01 15:55:00,Middle_Back,52.15,6.77,0.65,33.97,17.38,0.39,52.6,5.72,5,53.94,0
2026-08-01 15:56:00,Upper_Back,11.77,3.0,0.45,33.75,15.91,0.36,38.29,16.63,2,19.13,0
2026-08-01 15:57:00,Middle_Back,15.49,0.75,0.72,32.57,14.2,0.78,30.91,13.56,2,36.68,0
2026-08-01 15:58:00,Lower_Back,30.35,0.7,0.39,33.51,22.1,0.66,25.15,16.41,3,47.19,0
2026-08-01 15:59:00,Lower_Back,52.02,3.02,0.21,33.03,14.43,0.45,62.85,7.25,5,58.28,0
2026-08-01 16:00:00,Lower_Back,24.23,1.54,0.81,32.8,8.65,0.84,31.77,13.58,4,62.96,0
2026-08-01 16:01:00,Lower_Back,32.83,0.65,0.7,35.37,13.93,0.42,61.4,8.8,1,55.07,0
2026-08-01 16:02:00,Upper_Back,11.87,5.42,0.81,34.3,43.87,0.1,43.42,8.42,0,32.03,0
2026-08-01 16:03:00,Middle_Back,16.68,3.48,0.23,34.69,18.5,0.26,44.95,5.17,0,35.05,0
2026-08-01 16:04:00,Upper_Back,54.4,2.38,0.87,33.45,20.01,0.4,48.15,6.96,4,52.82,0
2026-08-01 16:05:00,Middle_Back,53.43,6.35,0.7,33.68,25.94,0.18,42.06,9.64,7,64.31,0
2026-08-01 16:06:00,Middle_Back,10.22,1.25,0.65,33.21,44.25,0.81,26.04,6.75,2,60.69,0
2026-08-01 16:07:00,Lower_Back,52.83,6.71,0.7,32.79,10.87,0.66,38.58,19.79,2,58.2,0
2026-08-01 16:08:00,Middle_Back,38.76,2.54,0.89,33.04,30.66,0.26,59.82,9.63,7,66.29,0
2026-08-01 16:09:00,Upper_Back,49.06,6.27,0.67,34.89,32.22,0.52,59.95,6.95,2,51.87,0
2026-08-01 16:10:00,Upper_Back,30.46,4.42,0.66,34.53,27.33,0.63,37.17,7.99,7,66.28,0
2026-08-01 16:11:00,Lower_Back,33.2,5.87,0.99,34.14,3.99,0.8,47.61,13.82,5,66.26,0
2026-08-01 16:12:00,Lower_Back,32.0,6.9,0.81,33.93,30.46,0.76,31.61,5.96,7,75.41,1
2026-08-01 16:13:00,Upper_Back,40.01,2.37,0.55,35.27,2.88,0.46,32.62,17.94,2,39.38,0
2026-08-01 16:14:00,Upper_Back,16.28,6.75,0.77,32.72,26.83,0.67,21.38,19.42,2,45.92,0
2026-08-01 16:15:00,Lower_Back,11.35,3.03,0.51,33.34,33.28,0.5,73.8,8.7,5,68.46,0
2026-08-01 16:16:00,Upper_Back,23.86,3.01,0.38,33.55,9.49,0.49,32.64,11.75,7,8.06,0
2026-08-01 16:17:00,Lower_Back,41.71,2.71,0.68,34.85,37.87,0.14,33.65,5.33,5,89.56,1
2026-08-01 16:18:00,Lower_Back,19.08,4.02,0.94,35.48,1.37,0.15,36.78,14.61,4,33.74,0
2026-08-01 16:19:00,Upper_Back,40.3,1.5,0.94,33.22,37.97,0.47,27.64,11.21,3,65.38,0
2026-08-01 16:20:00,Upper_Back,53.65,4.1,0.47,35.12,20.71,0.27,58.36,9.05,5,29.88,0
2026-08-01 16:21:00,Lower_Back,14.23,4.02,0.62,34.99,9.79,0.07,24.51,8.1,1,16.84,0
2026-08-01 16:22:00,Middle_Back,40.27,5.45,0.37,33.17,6.02,0.63,28.05,14.81,2,20.59,0
2026-08-01 16:23:00,Middle_Back,29.97,5.92,1.0,33.7,42.9,0.08,58.69,11.24,3,66.09,0
2026-08-01 16:24:00,Lower_Back,49.07,3.36,0.98,33.73,3.27,0.53,40.38,7.69,0,47.54,0
2026-08-01 16:25:00,Lower_Back,17.97,2.47,0.72,35.43,8.96,0.48,62.48,15.34,4,27.7,0
2026-08-01 16:26:00,Lower_Back,41.17,2.19,0.84,33.04,15.65,0.83,53.45,13.48,7,82.07,1
2026-08-01 16:27:00,Lower_Back,47.72,1.77,0.77,34.9,27.91,0.44,35.36,17.88,3,74.47,1
2026-08-01 16:28:00,Middle_Back,52.51,0.87,0.67,33.5,24.52,0.1,59.05,6.76,5,62.55,0
2026-08-01 16:29:00,Upper_Back,40.75,2.73,0.24,34.69,5.65,0.49,26.98,16.78,2,26.0,0
2026-08-01 16:30:00,Lower_Back,32.37,2.26,0.56,33.76,13.04,0.72,52.18,15.1,2,36.88,0
2026-08-01 16:31:00,Middle_Back,37.8,6.78,0.74,34.24,10.74,0.85,46.23,6.73,2,61.84,0
2026-08-01 16:32:00,Middle_Back,49.1,4.13,0.74,35.0,9.61,0.39,36.07,15.42,3,38.75,0
2026-08-01 16:33:00,Lower_Back,35.68,2.76,0.5,34.91,18.5,0.31,56.24,11.62,2,30.2,0
2026-08-01 16:34:00,Upper_Back,11.37,4.27,0.95,35.1,31.68,0.78,72.28,19.17,5,78.28,1
2026-08-01 16:35:00,Middle_Back,51.89,1.4,0.33,32.68,9.79,0.2,79.93,7.12,7,62.05,0
2026-08-01 16:36:00,Upper_Back,41.03,3.39,0.6,34.58,16.5,0.54,56.47,14.64,3,46.81,0
2026-08-01 16:37:00,Middle_Back,40.44,4.57,0.75,32.92,17.59,0.37,44.28,10.73,2,66.29,0
2026-08-01 16:38:00,Upper_Back,19.71,3.68,0.76,33.75,43.94,0.08,33.51,19.35,0,47.31,0
2026-08-01 16:39:00,Upper_Back,39.65,3.11,0.72,34.15,42.96,0.33,35.43,9.95,0,58.95,0
2026-08-01 16:40:00,Upper_Back,27.72,6.96,0.42,33.71,36.01,0.26,48.77,19.43,1,40.41,0
2026-08-01 16:41:00,Lower_Back,39.31,6.22,0.32,34.06,10.87,0.6,42.04,18.52,2,60.62,0
